Provinsi,Tahun,Produksi,Luas Panen,Curah hujan,Kelembapan,Suhu rata-rata
0,0.0,0.2659276240034674,0.3217003228379781,0.2926346494426503,0.5442501324854265,0.3416458852867823
0,0.03703703703703809,0.2597605986253839,0.3284345544838866,0.27054901552245025,0.5506094329623745,0.5561097256857854
0,0.07407407407407618,0.27695849096069963,0.3410482693716374,0.2611730388582144,0.5824059353471118,0.3940149625935163
0,0.11111111111111427,0.28444544207074146,0.35212788380006715,0.2780497968538389,0.5972443031266566,0.34663341645885204
0,0.14814814814815236,0.273893063693134,0.3389583354125624,0.23262839879154082,0.5686274509803924,0.4039900249376549
0,0.18518518518519045,0.2814385082234928,0.3739523773715192,0.2588811334514012,0.5760466348701638,0.5361596009975065
0,0.22222222222222854,0.29676089067910444,0.3664486251248402,0.32409626002708614,0.5861155272919985,0.36159600997506214
0,0.25925925925926663,0.2984551329629852,0.33797512771077526,0.365079695801646,1.0000000000000004,0.600997506234414
0,0.44444444444444287,0.28289981027876143,0.3393684170168253,0.10167725804771333,0.4117647058823528,0.526184538653367
0,0.48148148148148096,0.3119249481878511,0.31824180328395324,0.05917283050317742,0.48065712771595104,0.508728179551122
0,0.518518518518519,0.31291292892677386,0.3675602921243482,0.24825502656526724,0.517753047164812,0.42144638403989987
0,0.5555555555555571,0.2809645668355535,0.3285185471016272,0.21833524325450573,0.3587705352411237,0.5760598503740644
0,0.5925925925925952,0.30805797504046484,0.3659026731095263,0.2822168975934993,0.36936936936937004,0.5511221945137148
0,0.6296296296296333,0.3608403292910866,0.3571402667822932,0.3674341077195541,0.5124536301006892,0.600997506234414
0,0.6666666666666714,0.3575795794715791,0.39222571247232074,0.21783519116574643,0.4064652888182301,0.600997506234414
0,0.7037037037037095,0.31819077163982684,0.40101652806731897,0.1824148348786332,0.41706412294647555,0.5511221945137148
0,0.7407407407407476,0.4729302578609059,0.4397766507834979,0.291926242316908,0.4753577106518283,0.5760598503740644
0,0.7777777777777857,0.36731470348899814,0.38660685338258527,0.42544015001562663,0.3481717011128773,0.600997506234414
0,0.8148148148148096,0.39560609001248614,0.49150251627060526,0.2818001875195333,0.4382617912029674,0.600997506234414
0,0.8518518518518476,0.44186632455249947,0.2839999893279968,0.18199812480466718,0.6142024377318491,0.6059850374064837
0,0.8888888888888857,0.5034948268460409,0.28574901207388936,0.3507448692572143,0.733439321674616,0.45386533665835405
0,0.9259259259259238,0.3532463000844744,0.32902099588169376,0.25113032607563285,0.6491785903550613,0.44638403990024944
0,0.9629629629629619,0.3454831401500284,0.30493077674297775,0.3560579227002813,0.644939056703763,0.4887780548628422
0,1.0,0.3758934146536559,0.31463556788940483,0.2910094801541827,0.4817170111287754,0.1795511221945132
7,0.0,0.5942795088454246,0.8540405933357095,0.48482133555578705,0.6396396396396393,0.43890274314214395
7,0.03703703703703809,0.6277236903106165,0.900934412931622,0.4050421918949891,0.6391096979332276,0.4264339152119696
7,0.07407407407407618,0.6390034126673598,0.9042064194668405,0.5614334826544432,0.527291997880234,0.4713216957605981
7,0.11111111111111427,0.6394637124802429,0.897867447198535,0.43837899781227213,0.5076841547429782,0.40897755610972464
7,0.14814814814815236,0.6550580996748551,0.9071239277477715,0.3422231482446088,0.5341812400635937,0.4264339152119696
7,0.18518518518519045,0.6775545037763393,0.9394907300312244,0.4738826961141786,0.6253312135665081,0.6159600997506232
7,0.22222222222222854,0.7045030219189107,0.9578665855330918,0.5968955099489531,0.6799152093269742,0.43890274314214395
7,0.25925925925926663,0.717487941157686,0.9689634925592917,0.22231482446088138,0.5940646528881826,0.7506234413965087
7,0.2962962962962905,0.6714501056291958,0.9125624497464757,0.7027398687363268,0.055643879173290944,0.8329177057356612
7,0.3333333333333286,0.6428834073182089,0.8671236787343637,0.35887071569955203,0.030736618971912932,0.9376558603491274
7,0.44444444444444287,0.7036688189351675,0.9374205590410295,0.11547036149598919,0.6396396396396393,0.5760598503740644
7,0.48148148148148096,0.6127750043353338,0.792842089827239,0.0,0.4912559618441974,0.7755610972568583
7,0.518518518518519,0.6661420860985942,0.848683593583636,0.4772372122096052,0.5442501324854265,0.5760598503740644
7,0.5555555555555571,0.6816356083140025,0.8465936596245609,0.4624440045838108,0.5124536301006892,0.5511221945137148
